"","X.2","X.1","X","rwr_rank","help_vote","vote","top1","top10","top50","top500","top1000","vine"
"3041",3041,3041,3041,2991,1276,1505,NA,NA,NA,NA,NA,"VINE VOICE"
"3042",3042,3042,3042,65661,416,484,NA,NA,NA,NA,NA,NA
"3043",3043,3043,3043,15402,554,814,NA,NA,NA,NA,NA,"VINE VOICE"
"3044",3044,3044,3044,684707,130,313,NA,NA,NA,NA,NA,NA
"3045",3045,3045,3045,47563,206,221,NA,NA,NA,NA,NA,NA
"3046",3046,3046,3046,352207,32,36,NA,NA,NA,NA,NA,NA
"3047",3047,3047,3047,17645244,1,1,NA,NA,NA,NA,NA,NA
"3048",3048,3048,3048,17012156,1,1,NA,NA,NA,NA,NA,NA
"3049",3049,3049,3049,28156562,0,1,NA,NA,NA,NA,NA,NA
"3050",3050,3050,3050,858,5301,5658,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"3051",3051,3051,3051,6845,1762,2031,NA,NA,NA,NA,NA,"VINE VOICE"
"3052",3052,3052,3052,1748241,4,5,NA,NA,NA,NA,NA,NA
"3053",3053,3053,3053,26127112,0,1,NA,NA,NA,NA,NA,NA
"3054",3054,3054,3054,2046652,7,8,NA,NA,NA,NA,NA,NA
"3055",3055,3055,3055,1186159,11,12,NA,NA,NA,NA,NA,NA
"3056",3056,3056,3056,7688292,1,2,NA,NA,NA,NA,NA,NA
"3057",3057,3057,3057,35270391,4,16,NA,NA,NA,NA,NA,NA
"3058",3058,3058,3058,686217,118,137,NA,NA,NA,NA,NA,NA
"3059",3059,3059,3059,3899595,10,10,NA,NA,NA,NA,NA,NA
"3060",3060,3060,3060,153863,73,100,NA,NA,NA,NA,NA,NA
"3061",3061,3061,3061,33654,369,466,NA,NA,NA,NA,NA,"VINE VOICE"
"3062",3062,3062,3062,24818346,1,1,NA,NA,NA,NA,NA,NA
"3063",3063,3063,3063,177134,116,175,NA,NA,NA,NA,NA,NA
"3064",3064,3064,3064,5706245,31,35,NA,NA,NA,NA,NA,NA
"3065",3065,3065,3065,1840125,21,25,NA,NA,NA,NA,NA,NA
"3066",3066,3066,3066,1192492,12,16,NA,NA,NA,NA,NA,NA
"3067",3067,3067,3067,21041,338,383,NA,NA,NA,NA,NA,NA
"3068",3068,3068,3068,3070639,3,3,NA,NA,NA,NA,NA,NA
"3069",3069,3069,3069,8894066,10,12,NA,NA,NA,NA,NA,NA
"3070",3070,3070,3070,3865582,2,2,NA,NA,NA,NA,NA,NA
"3071",3071,3071,3071,17173221,7,19,NA,NA,NA,NA,NA,NA
"3072",3072,3072,3072,6579402,27,38,NA,NA,NA,NA,NA,NA
"3073",3073,3073,3073,109,13917,14892,NA,NA,NA,NA,NA,NA
"3074",3074,3074,3074,12335083,2,3,NA,NA,NA,NA,NA,NA
"3075",3075,3075,3075,499955,19,21,NA,NA,NA,NA,NA,NA
"3076",3076,3076,3076,2903,1335,1665,NA,NA,NA,NA,NA,NA
"3077",3077,3077,3077,35352849,417,1113,NA,NA,NA,NA,NA,NA
"3078",3078,3078,3078,21565435,1,4,NA,NA,NA,NA,NA,NA
"3079",3079,3079,3079,698982,25,27,NA,NA,NA,NA,NA,NA
"3080",3080,3080,3080,1562,2225,2551,NA,NA,NA,NA,NA,NA
"3081",3081,3081,3081,4835095,1,1,NA,NA,NA,NA,NA,NA
"3082",3082,3082,3082,12473170,2,5,NA,NA,NA,NA,NA,NA
"3083",3083,3083,3083,3799185,1,1,NA,NA,NA,NA,NA,NA
"3084",3084,3084,3084,221046,142,198,NA,NA,NA,NA,NA,NA
"3085",3085,3085,3085,1230031,19,24,NA,NA,NA,NA,NA,NA
"3086",3086,3086,3086,1562841,45,65,NA,NA,NA,NA,NA,NA
"3087",3087,3087,3087,765805,69,114,NA,NA,NA,NA,NA,NA
"3088",3088,3088,3088,2670195,9,11,NA,NA,NA,NA,NA,NA
"3089",3089,3089,3089,10289364,1,1,NA,NA,NA,NA,NA,NA
"3090",3090,3090,3090,634452,18,20,NA,NA,NA,NA,NA,NA
"3091",3091,3091,3091,29210042,3,5,NA,NA,NA,NA,NA,NA
"3092",3092,3092,3092,1899284,96,101,NA,NA,NA,NA,NA,NA
"3093",3093,3093,3093,21088732,1,1,NA,NA,NA,NA,NA,NA
"3094",3094,3094,3094,3693513,19,21,NA,NA,NA,NA,NA,NA
"3095",3095,3095,3095,20100769,1,2,NA,NA,NA,NA,NA,NA
"3096",3096,3096,3096,382594,52,73,NA,NA,NA,NA,NA,NA
"3097",3097,3097,3097,5745126,6,7,NA,NA,NA,NA,NA,NA
"3098",3098,3098,3098,516387,22,23,NA,NA,NA,NA,NA,NA
"3099",3099,3099,3099,259,6156,6704,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"3100",3100,3100,3100,1269490,8,9,NA,NA,NA,NA,NA,NA
"3101",3101,3101,3101,422595,55,60,NA,NA,NA,NA,NA,NA
"3102",3102,3102,3102,979796,9,12,NA,NA,NA,NA,NA,NA
"3103",3103,3103,3103,34214252,0,2,NA,NA,NA,NA,NA,NA
"3104",3104,3104,3104,266958,30,35,NA,NA,NA,NA,NA,NA
"3105",3105,3105,3105,1518795,123,166,NA,NA,NA,NA,NA,NA
"3106",3106,3106,3106,1593380,7,11,NA,NA,NA,NA,NA,NA
"3107",3107,3107,3107,35243907,1,7,NA,NA,NA,NA,NA,NA
"3108",3108,3108,3108,812981,43,55,NA,NA,NA,NA,NA,NA
"3109",3109,3109,3109,99332,161,175,NA,NA,NA,NA,NA,NA
"3110",3110,3110,3110,630,4702,5726,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"3111",3111,3111,3111,4328898,7,8,NA,NA,NA,NA,NA,NA
"3112",3112,3112,3112,35276709,20,43,NA,NA,NA,NA,NA,NA
"3113",3113,3113,3113,9429832,1,1,NA,NA,NA,NA,NA,NA
"3114",3114,3114,3114,6267861,3,5,NA,NA,NA,NA,NA,NA
"3115",3115,3115,3115,579940,10,11,NA,NA,NA,NA,NA,NA
"3116",3116,3116,3116,8051090,2,2,NA,NA,NA,NA,NA,NA
"3117",3117,3117,3117,21665769,1,2,NA,NA,NA,NA,NA,NA
"3118",3118,3118,3118,623574,19,28,NA,NA,NA,NA,NA,NA
"3119",3119,3119,3119,76678,172,224,NA,NA,NA,NA,NA,NA
"3120",3120,3120,3120,8018884,7,8,NA,NA,NA,NA,NA,NA
"3121",3121,3121,3121,30321,386,411,NA,NA,NA,NA,NA,NA
"3122",3122,3122,3122,10145903,17,17,NA,NA,NA,NA,NA,NA
"3123",3123,3123,3123,5778505,13,19,NA,NA,NA,NA,NA,NA
"3124",3124,3124,3124,610022,9,11,NA,NA,NA,NA,NA,NA
"3125",3125,3125,3125,34934832,28,79,NA,NA,NA,NA,NA,NA
"3126",3126,3126,3126,105344,106,158,NA,NA,NA,NA,NA,NA
"3127",3127,3127,3127,2805060,13,41,NA,NA,NA,NA,NA,NA
"3128",3128,3128,3128,35244322,15,55,NA,NA,NA,NA,NA,NA
"3129",3129,3129,3129,4938291,2,2,NA,NA,NA,NA,NA,NA
"3130",3130,3130,3130,2529124,17,20,NA,NA,NA,NA,NA,NA
"3131",3131,3131,3131,2928278,7,8,NA,NA,NA,NA,NA,NA
"3132",3132,3132,3132,24562772,3,6,NA,NA,NA,NA,NA,NA
"3133",3133,3133,3133,3240794,1,2,NA,NA,NA,NA,NA,NA
"3134",3134,3134,3134,6602229,13,16,NA,NA,NA,NA,NA,NA
"3135",3135,3135,3135,1672168,33,49,NA,NA,NA,NA,NA,NA
"3136",3136,3136,3136,707764,6,8,NA,NA,NA,NA,NA,NA
"3137",3137,3137,3137,111490,199,252,NA,NA,NA,NA,NA,"VINE VOICE"
"3138",3138,3138,3138,228667,175,190,NA,NA,NA,NA,NA,NA
"3139",3139,3139,3139,198,6826,7399,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"3140",3140,3140,3140,4852375,111,123,NA,NA,NA,NA,NA,NA
"3141",3141,3141,3141,525411,162,194,NA,NA,NA,NA,NA,NA
"3142",3142,3142,3142,4350167,10,11,NA,NA,NA,NA,NA,NA
"3143",3143,3143,3143,2953081,2,4,NA,NA,NA,NA,NA,NA
"3144",3144,3144,3144,57713,186,232,NA,NA,NA,NA,NA,NA
"3145",3145,3145,3145,1323335,8,8,NA,NA,NA,NA,NA,NA
"3146",3146,3146,3146,24885695,0,1,NA,NA,NA,NA,NA,NA
"3147",3147,3147,3147,25537031,4,5,NA,NA,NA,NA,NA,NA
"3148",3148,3148,3148,9404031,1,3,NA,NA,NA,NA,NA,NA
"3149",3149,3149,3149,10196,2339,2995,NA,NA,NA,NA,NA,NA
"3150",3150,3150,3150,589186,39,43,NA,NA,NA,NA,NA,NA
"3151",3151,3151,3151,20159,493,616,NA,NA,NA,NA,NA,NA
"3152",3152,3152,3152,24798505,2,3,NA,NA,NA,NA,NA,NA
"3153",3153,3153,3153,34106355,1,20,NA,NA,NA,NA,NA,NA
"3154",3154,3154,3154,27954416,4,4,NA,NA,NA,NA,NA,NA
"3155",3155,3155,3155,59324,295,370,NA,NA,NA,NA,NA,NA
"3156",3156,3156,3156,553626,100,117,NA,NA,NA,NA,NA,NA
"3157",3157,3157,3157,29276217,1,5,NA,NA,NA,NA,NA,NA
"3158",3158,3158,3158,1900483,10,12,NA,NA,NA,NA,NA,NA
"3159",3159,3159,3159,6286684,4,7,NA,NA,NA,NA,NA,NA
"3160",3160,3160,3160,6490421,4,5,NA,NA,NA,NA,NA,NA
"3161",3161,3161,3161,2901164,4,5,NA,NA,NA,NA,NA,NA
"3162",3162,3162,3162,889630,167,237,NA,NA,NA,NA,NA,NA
"3163",3163,3163,3163,1548060,29,32,NA,NA,NA,NA,NA,NA
"3164",3164,3164,3164,4518211,3,5,NA,NA,NA,NA,NA,NA
"3165",3165,3165,3165,7895425,3,7,NA,NA,NA,NA,NA,NA
"3166",3166,3166,3166,8173420,3,3,NA,NA,NA,NA,NA,NA
"3167",3167,3167,3167,833459,16,30,NA,NA,NA,NA,NA,NA
"3168",3168,3168,3168,1194951,410,635,NA,NA,NA,NA,NA,NA
"3169",3169,3169,3169,37797,1491,2095,NA,NA,NA,NA,NA,NA
"3170",3170,3170,3170,6923185,1,1,NA,NA,NA,NA,NA,NA
"3171",3171,3171,3171,20874899,0,1,NA,NA,NA,NA,NA,NA
"3172",3172,3172,3172,1973,3244,3819,NA,NA,NA,NA,NA,"VINE VOICE"
"3173",3173,3173,3173,791870,56,72,NA,NA,NA,NA,NA,NA
"3174",3174,3174,3174,20416779,4,6,NA,NA,NA,NA,NA,NA
"3175",3175,3175,3175,246955,38,46,NA,NA,NA,NA,NA,NA
"3176",3176,3176,3176,3180289,10,18,NA,NA,NA,NA,NA,NA
"3177",3177,3177,3177,24219842,1,2,NA,NA,NA,NA,NA,NA
"3178",3178,3178,3178,3865718,13,17,NA,NA,NA,NA,NA,NA
"3179",3179,3179,3179,1598573,11,16,NA,NA,NA,NA,NA,NA
"3180",3180,3180,3180,1950908,139,152,NA,NA,NA,NA,NA,NA
"3181",3181,3181,3181,7009838,1,2,NA,NA,NA,NA,NA,NA
"3182",3182,3182,3182,18972791,3,5,NA,NA,NA,NA,NA,NA
"3183",3183,3183,3183,24075570,8,8,NA,NA,NA,NA,NA,NA
"3184",3184,3184,3184,18615,455,534,NA,NA,NA,NA,NA,NA
"3185",3185,3185,3185,1780674,12,12,NA,NA,NA,NA,NA,NA
"3186",3186,3186,3186,1358549,7,8,NA,NA,NA,NA,NA,NA
"3187",3187,3187,3187,28313595,3,4,NA,NA,NA,NA,NA,NA
"3188",3188,3188,3188,589520,16,20,NA,NA,NA,NA,NA,NA
"3189",3189,3189,3189,3269213,5,7,NA,NA,NA,NA,NA,NA
"3190",3190,3190,3190,4759,4597,5276,NA,NA,NA,NA,NA,"VINE VOICE"
"3191",3191,3191,3191,29288922,1,5,NA,NA,NA,NA,NA,NA
"3192",3192,3192,3192,31898867,0,7,NA,NA,NA,NA,NA,NA
"3193",3193,3193,3193,5405,1171,1385,NA,NA,NA,NA,NA,"VINE VOICE"
"3194",3194,3194,3194,88528,89,111,NA,NA,NA,NA,NA,NA
"3195",3195,3195,3195,6001954,6,7,NA,NA,NA,NA,NA,NA
"3196",3196,3196,3196,2617573,37,48,NA,NA,NA,NA,NA,NA
"3197",3197,3197,3197,29472,225,289,NA,NA,NA,NA,NA,NA
"3198",3198,3198,3198,5766969,2,2,NA,NA,NA,NA,NA,NA
"3199",3199,3199,3199,8198398,2,2,NA,NA,NA,NA,NA,NA
"3200",3200,3200,3200,8659419,1,1,NA,NA,NA,NA,NA,NA
"3201",3201,3201,3201,801669,44,53,NA,NA,NA,NA,NA,NA
"3202",3202,3202,3202,28172318,1,3,NA,NA,NA,NA,NA,NA
"3203",3203,3203,3203,5119120,3,7,NA,NA,NA,NA,NA,NA
"3204",3204,3204,3204,61800,84,89,NA,NA,NA,NA,NA,NA
"3205",3205,3205,3205,393010,35,42,NA,NA,NA,NA,NA,NA
"3206",3206,3206,3206,24119,199,270,NA,NA,NA,NA,NA,NA
"3207",3207,3207,3207,1000199,112,161,NA,NA,NA,NA,NA,NA
"3208",3208,3208,3208,13274129,1,2,NA,NA,NA,NA,NA,NA
"3209",3209,3209,3209,772669,16,18,NA,NA,NA,NA,NA,NA
"3210",3210,3210,3210,25358183,0,1,NA,NA,NA,NA,NA,NA
"3211",3211,3211,3211,526076,42,48,NA,NA,NA,NA,NA,NA
"3212",3212,3212,3212,33781,172,194,NA,NA,NA,NA,NA,NA
"3213",3213,3213,3213,21989285,1,1,NA,NA,NA,NA,NA,NA
"3214",3214,3214,3214,5335462,31,34,NA,NA,NA,NA,NA,NA
"3215",3215,3215,3215,471797,93,124,NA,NA,NA,NA,NA,NA
"3216",3216,3216,3216,6023118,4,4,NA,NA,NA,NA,NA,NA
"3217",3217,3217,3217,10438517,1,3,NA,NA,NA,NA,NA,NA
"3218",3218,3218,3218,128323,120,131,NA,NA,NA,NA,NA,NA
"3219",3219,3219,3219,10386513,3,4,NA,NA,NA,NA,NA,NA
"3220",3220,3220,3220,1095243,76,87,NA,NA,NA,NA,NA,NA
"3221",3221,3221,3221,3400238,3,3,NA,NA,NA,NA,NA,NA
"3222",3222,3222,3222,11576453,1,1,NA,NA,NA,NA,NA,NA
"3223",3223,3223,3223,25148461,0,1,NA,NA,NA,NA,NA,NA
"3224",3224,3224,3224,8557635,3,3,NA,NA,NA,NA,NA,NA
"3225",3225,3225,3225,22848465,2,2,NA,NA,NA,NA,NA,NA
"3226",3226,3226,3226,23095,367,499,NA,NA,NA,NA,NA,NA
"3227",3227,3227,3227,17931833,1,1,NA,NA,NA,NA,NA,NA
"3228",3228,3228,3228,5727774,2,5,NA,NA,NA,NA,NA,NA
"3229",3229,3229,3229,239298,81,125,NA,NA,NA,NA,NA,NA
"3230",3230,3230,3230,7791742,2,2,NA,NA,NA,NA,NA,NA
"3231",3231,3231,3231,5534,1777,2070,NA,NA,NA,NA,NA,"VINE VOICE"
"3232",3232,3232,3232,1357905,18,21,NA,NA,NA,NA,NA,NA
"3233",3233,3233,3233,271408,42,58,NA,NA,NA,NA,NA,NA
"3234",3234,3234,3234,3757942,107,128,NA,NA,NA,NA,NA,NA
"3235",3235,3235,3235,19903210,1,1,NA,NA,NA,NA,NA,NA
"3236",3236,3236,3236,9796967,2,4,NA,NA,NA,NA,NA,NA
"3237",3237,3237,3237,1551929,5,8,NA,NA,NA,NA,NA,NA
"3238",3238,3238,3238,851973,7,7,NA,NA,NA,NA,NA,NA
"3239",3239,3239,3239,427268,64,70,NA,NA,NA,NA,NA,NA
"3240",3240,3240,3240,13060709,1,2,NA,NA,NA,NA,NA,NA
"3241",3241,3241,3241,21448543,1,1,NA,NA,NA,NA,NA,NA
"3242",3242,3242,3242,22484580,4,5,NA,NA,NA,NA,NA,NA
"3243",3243,3243,3243,6712,2220,3225,NA,NA,NA,NA,NA,"VINE VOICE"
"3244",3244,3244,3244,1088104,18,26,NA,NA,NA,NA,NA,NA
"3245",3245,3245,3245,12263,2825,3128,NA,NA,NA,NA,NA,"VINE VOICE"
"3246",3246,3246,3246,34802,287,381,NA,NA,NA,NA,NA,NA
"3247",3247,3247,3247,32140827,2,4,NA,NA,NA,NA,NA,NA
"3248",3248,3248,3248,996915,31,46,NA,NA,NA,NA,NA,NA
"3249",3249,3249,3249,21421024,1,1,NA,NA,NA,NA,NA,NA
"3250",3250,3250,3250,21149636,0,1,NA,NA,NA,NA,NA,NA
"3251",3251,3251,3251,2323,1213,1486,NA,NA,NA,NA,NA,NA
"3252",3252,3252,3252,2056937,5,5,NA,NA,NA,NA,NA,NA
"3253",3253,3253,3253,16442730,9,10,NA,NA,NA,NA,NA,NA
"3254",3254,3254,3254,34579785,2,6,NA,NA,NA,NA,NA,NA
"3255",3255,3255,3255,301347,26,29,NA,NA,NA,NA,NA,NA
"3256",3256,3256,3256,25564981,0,1,NA,NA,NA,NA,NA,NA
"3257",3257,3257,3257,24514,262,289,NA,NA,NA,NA,NA,NA
"3258",3258,3258,3258,35141080,273,540,NA,NA,NA,NA,NA,NA
"3259",3259,3259,3259,3672362,7,8,NA,NA,NA,NA,NA,NA
"3260",3260,3260,3260,889689,30,32,NA,NA,NA,NA,NA,NA
"3261",3261,3261,3261,63904,340,408,NA,NA,NA,NA,NA,NA
"3262",3262,3262,3262,1972851,11,12,NA,NA,NA,NA,NA,NA
"3263",3263,3263,3263,21892865,2,2,NA,NA,NA,NA,NA,NA
"3264",3264,3264,3264,291752,176,240,NA,NA,NA,NA,NA,NA
"3265",3265,3265,3265,10701006,5,6,NA,NA,NA,NA,NA,NA
"3266",3266,3266,3266,1347860,23,26,NA,NA,NA,NA,NA,NA
"3267",3267,3267,3267,35937,944,1030,NA,NA,NA,NA,NA,"VINE VOICE"
"3268",3268,3268,3268,2897495,2,2,NA,NA,NA,NA,NA,NA
"3269",3269,3269,3269,2309781,4,4,NA,NA,NA,NA,NA,NA
"3270",3270,3270,3270,814757,58,65,NA,NA,NA,NA,NA,NA
"3271",3271,3271,3271,2072,2365,2825,NA,NA,NA,NA,NA,"VINE VOICE"
"3272",3272,3272,3272,2924647,52,56,NA,NA,NA,NA,NA,NA
"3273",3273,3273,3273,25402830,0,1,NA,NA,NA,NA,NA,NA
"3274",3274,3274,3274,3832673,5,8,NA,NA,NA,NA,NA,NA
"3275",3275,3275,3275,419462,25,27,NA,NA,NA,NA,NA,NA
"3276",3276,3276,3276,18558174,5,6,NA,NA,NA,NA,NA,NA
"3277",3277,3277,3277,3974927,56,67,NA,NA,NA,NA,NA,NA
"3278",3278,3278,3278,27221603,0,3,NA,NA,NA,NA,NA,NA
"3279",3279,3279,3279,8398941,8,8,NA,NA,NA,NA,NA,NA
"3280",3280,3280,3280,195886,167,190,NA,NA,NA,NA,NA,NA
"3281",3281,3281,3281,499845,135,192,NA,NA,NA,NA,NA,NA
"3282",3282,3282,3282,182224,321,432,NA,NA,NA,NA,NA,"VINE VOICE"
"3283",3283,3283,3283,2763,1922,2212,NA,NA,NA,NA,NA,"VINE VOICE"
"3284",3284,3284,3284,831478,32,48,NA,NA,NA,NA,NA,NA
"3285",3285,3285,3285,2804120,9,10,NA,NA,NA,NA,NA,NA
"3286",3286,3286,3286,25977275,0,1,NA,NA,NA,NA,NA,NA
"3287",3287,3287,3287,19934560,2,2,NA,NA,NA,NA,NA,NA
"3288",3288,3288,3288,35320181,39,85,NA,NA,NA,NA,NA,NA
"3289",3289,3289,3289,8426198,1,3,NA,NA,NA,NA,NA,NA
"3290",3290,3290,3290,21387,202,236,NA,NA,NA,NA,NA,NA
"3291",3291,3291,3291,35179005,7,23,NA,NA,NA,NA,NA,NA
"3292",3292,3292,3292,10851431,3,4,NA,NA,NA,NA,NA,NA
"3293",3293,3293,3293,4682605,3,7,NA,NA,NA,NA,NA,NA
"3294",3294,3294,3294,2979302,11,24,NA,NA,NA,NA,NA,NA
"3295",3295,3295,3295,850449,12,16,NA,NA,NA,NA,NA,NA
"3296",3296,3296,3296,210431,27,32,NA,NA,NA,NA,NA,NA
"3297",3297,3297,3297,24052124,1,2,NA,NA,NA,NA,NA,NA
"3298",3298,3298,3298,731828,9,9,NA,NA,NA,NA,NA,NA
"3299",3299,3299,3299,34773020,0,3,NA,NA,NA,NA,NA,NA
"3300",3300,3300,3300,9921,447,500,NA,NA,NA,NA,NA,NA
"3301",3301,3301,3301,22544185,5,10,NA,NA,NA,NA,NA,NA
"3302",3302,3302,3302,94392,128,178,NA,NA,NA,NA,NA,NA
"3303",3303,3303,3303,11666779,1,2,NA,NA,NA,NA,NA,NA
"3304",3304,3304,3304,7054276,1,1,NA,NA,NA,NA,NA,NA
"3305",3305,3305,3305,72123,89,96,NA,NA,NA,NA,NA,NA
"3306",3306,3306,3306,858,5301,5658,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"3307",3307,3307,3307,2223,1732,2116,NA,NA,NA,NA,NA,"VINE VOICE"
"3308",3308,3308,3308,34573402,3,7,NA,NA,NA,NA,NA,NA
"3309",3309,3309,3309,728386,29,38,NA,NA,NA,NA,NA,NA
"3310",3310,3310,3310,219440,106,123,NA,NA,NA,NA,NA,NA
"3311",3311,3311,3311,7817269,1,2,NA,NA,NA,NA,NA,NA
"3312",3312,3312,3312,34969001,5,9,NA,NA,NA,NA,NA,NA
"3313",3313,3313,3313,2122767,17,23,NA,NA,NA,NA,NA,NA
"3314",3314,3314,3314,8220604,3,5,NA,NA,NA,NA,NA,NA
"3315",3315,3315,3315,765,4552,5095,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"3316",3316,3316,3316,16921889,2,2,NA,NA,NA,NA,NA,NA
"3317",3317,3317,3317,4017545,7,10,NA,NA,NA,NA,NA,NA
"3318",3318,3318,3318,24818329,1,2,NA,NA,NA,NA,NA,NA
"3319",3319,3319,3319,217936,121,202,NA,NA,NA,NA,NA,NA
"3320",3320,3320,3320,684312,42,46,NA,NA,NA,NA,NA,NA
"3321",3321,3321,3321,8809649,5,5,NA,NA,NA,NA,NA,NA
"3322",3322,3322,3322,4890238,5,5,NA,NA,NA,NA,NA,NA
"3323",3323,3323,3323,667501,38,43,NA,NA,NA,NA,NA,NA
"3324",3324,3324,3324,8263154,1,3,NA,NA,NA,NA,NA,NA
"3325",3325,3325,3325,18754178,7,8,NA,NA,NA,NA,NA,NA
"3326",3326,3326,3326,1870529,48,55,NA,NA,NA,NA,NA,NA
"3327",3327,3327,3327,413101,65,75,NA,NA,NA,NA,NA,NA
"3328",3328,3328,3328,5390465,33,46,NA,NA,NA,NA,NA,NA
"3329",3329,3329,3329,11898095,1,1,NA,NA,NA,NA,NA,NA
"3330",3330,3330,3330,2065145,31,37,NA,NA,NA,NA,NA,NA
"3331",3331,3331,3331,649045,33,38,NA,NA,NA,NA,NA,NA
"3332",3332,3332,3332,7681453,12,14,NA,NA,NA,NA,NA,NA
"3333",3333,3333,3333,82840,149,176,NA,NA,NA,NA,NA,NA
"3334",3334,3334,3334,131972,76,90,NA,NA,NA,NA,NA,NA
"3335",3335,3335,3335,23421242,4,4,NA,NA,NA,NA,NA,NA
"3336",3336,3336,3336,4184692,17,21,NA,NA,NA,NA,NA,NA
"3337",3337,3337,3337,26030673,0,1,NA,NA,NA,NA,NA,NA
"3338",3338,3338,3338,5683267,2,4,NA,NA,NA,NA,NA,NA
"3339",3339,3339,3339,25995196,1,2,NA,NA,NA,NA,NA,NA
"3340",3340,3340,3340,26561660,1,2,NA,NA,NA,NA,NA,NA
"3341",3341,3341,3341,1696025,4,4,NA,NA,NA,NA,NA,NA
"3342",3342,3342,3342,22475782,6,6,NA,NA,NA,NA,NA,NA
"3343",3343,3343,3343,2062721,23,30,NA,NA,NA,NA,NA,NA
"3344",3344,3344,3344,2239917,10,14,NA,NA,NA,NA,NA,NA
"3345",3345,3345,3345,3178940,8,8,NA,NA,NA,NA,NA,NA
"3346",3346,3346,3346,261054,554,608,NA,NA,NA,NA,NA,NA
"3347",3347,3347,3347,34644361,52,98,NA,NA,NA,NA,NA,NA
"3348",3348,3348,3348,38200,211,238,NA,NA,NA,NA,NA,NA
"3349",3349,3349,3349,3816581,34,43,NA,NA,NA,NA,NA,NA
"3350",3350,3350,3350,4912,1875,2572,NA,NA,NA,NA,NA,NA
"3351",3351,3351,3351,11545538,2,3,NA,NA,NA,NA,NA,NA
"3352",3352,3352,3352,17262585,1,1,NA,NA,NA,NA,NA,NA
"3353",3353,3353,3353,557314,21,29,NA,NA,NA,NA,NA,NA
"3354",3354,3354,3354,7416722,2,2,NA,NA,NA,NA,NA,NA
"3355",3355,3355,3355,16311612,1,3,NA,NA,NA,NA,NA,NA
"3356",3356,3356,3356,2042485,88,90,NA,NA,NA,NA,NA,NA
"3357",3357,3357,3357,10486095,15,17,NA,NA,NA,NA,NA,NA
"3358",3358,3358,3358,11932143,1,1,NA,NA,NA,NA,NA,NA
"3359",3359,3359,3359,1072726,86,98,NA,NA,NA,NA,NA,NA
"3360",3360,3360,3360,557887,14,15,NA,NA,NA,NA,NA,NA
"3361",3361,3361,3361,4891552,4,5,NA,NA,NA,NA,NA,NA
"3362",3362,3362,3362,1952,2438,2816,NA,NA,NA,NA,NA,NA
"3363",3363,3363,3363,439341,230,303,NA,NA,NA,NA,NA,NA
"3364",3364,3364,3364,378447,60,82,NA,NA,NA,NA,NA,NA
"3365",3365,3365,3365,1199340,31,36,NA,NA,NA,NA,NA,NA
"3366",3366,3366,3366,1274274,41,50,NA,NA,NA,NA,NA,NA
"3367",3367,3367,3367,244911,91,133,NA,NA,NA,NA,NA,NA
"3368",3368,3368,3368,745302,14,17,NA,NA,NA,NA,NA,NA
"3369",3369,3369,3369,22853545,18,21,NA,NA,NA,NA,NA,NA
"3370",3370,3370,3370,579371,14,20,NA,NA,NA,NA,NA,NA
"3371",3371,3371,3371,26560259,0,1,NA,NA,NA,NA,NA,NA
"3372",3372,3372,3372,35316368,5,21,NA,NA,NA,NA,NA,NA
"3373",3373,3373,3373,484601,133,142,NA,NA,NA,NA,NA,NA
"3374",3374,3374,3374,10808579,2,4,NA,NA,NA,NA,NA,NA
"3375",3375,3375,3375,5291075,15,16,NA,NA,NA,NA,NA,NA
"3376",3376,3376,3376,12326179,2,8,NA,NA,NA,NA,NA,NA
"3377",3377,3377,3377,298963,24,29,NA,NA,NA,NA,NA,NA
"3378",3378,3378,3378,96479,51,53,NA,NA,NA,NA,NA,NA
"3379",3379,3379,3379,4788150,1,1,NA,NA,NA,NA,NA,NA
"3380",3380,3380,3380,26890963,0,1,NA,NA,NA,NA,NA,NA
"3381",3381,3381,3381,454601,16,16,NA,NA,NA,NA,NA,NA
"3382",3382,3382,3382,1839380,5,5,NA,NA,NA,NA,NA,NA
"3383",3383,3383,3383,4502140,5,10,NA,NA,NA,NA,NA,NA
"3384",3384,3384,3384,1392115,32,57,NA,NA,NA,NA,NA,NA
"3385",3385,3385,3385,27705533,1,1,NA,NA,NA,NA,NA,NA
"3386",3386,3386,3386,8134054,3,4,NA,NA,NA,NA,NA,NA
"3387",3387,3387,3387,971373,10,15,NA,NA,NA,NA,NA,NA
"3388",3388,3388,3388,354782,180,235,NA,NA,NA,NA,NA,NA
"3389",3389,3389,3389,374883,18,23,NA,NA,NA,NA,NA,NA
"3390",3390,3390,3390,1605678,7,9,NA,NA,NA,NA,NA,NA
"3391",3391,3391,3391,2171834,2,2,NA,NA,NA,NA,NA,NA
"3392",3392,3392,3392,1576792,96,109,NA,NA,NA,NA,NA,NA
"3393",3393,3393,3393,34806406,4,8,NA,NA,NA,NA,NA,NA
"3394",3394,3394,3394,10997919,4,8,NA,NA,NA,NA,NA,NA
